Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureNumRules,measureTreeSize,measureNumLeaves,measureOutOfBagError
german_credit,2,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01905242109E7,900.0,100.0,70.0,30.0,0.0,70.0,30.0,0.0,0.22680412371134012,0.3108015838013779,0.5104781460011861,73.96913683082943,111.39541187349249,88.12915743614369,211.46181124918235,-123.33265381303866,0.8812915743614369,2.1146181124918235,-1.2333265381303866,18.998721833387055,0.18998721833387056,21.557816262061827,0.8428571428571429,59.0,0.6333333333333333,19.0,0.36666666666666664,11.0,0.15714285714285714,11.0,0.7564102564102564,0.8428571428571429,0.7972972972972971,0.23178449845503846,0.6838095238095238,0.8402074213970019,0.7,0.49047619047619045,0.5095238095238095,0.3,0.6794871794871795,0.7,0.6850311850311849,0.23178449845503846,0.6838095238095238,0.7519363415371945,0.6101871101871101,0.7,13.362,0.001,13.265625,0.0,13265.625,0.0,128786.0,181623.0,24023.0,80.0,64.5,?,?,?,?,?
german_credit,2,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01905242109E7,900.0,100.0,69.0,31.0,0.0,69.0,31.0,0.0,0.2688679245283018,0.28889730445583256,0.4888007870049829,68.75603393645424,106.66502654235238,88.12915743614369,182.7130227886386,-94.58386535249491,0.8812915743614369,1.827130227886386,-0.9458386535249491,22.295331583435736,0.22295331583435737,25.298473549563216,0.7714285714285715,54.0,0.5,15.0,0.5,15.0,0.22857142857142856,16.0,0.782608695652174,0.7714285714285715,0.7769784172661871,0.26894273433173405,0.7566666666666667,0.8862491877413458,0.69,0.41857142857142854,0.5814285714285714,0.31,0.6929873772791023,0.69,0.6914258756928884,0.26894273433173405,0.7566666666666667,0.7940865617520672,0.6343908479773559,0.69,13.393,0.002,13.078125,0.0,13078.125,0.0,128786.0,181623.0,24023.0,85.0,64.0,?,?,?,?,?
german_credit,2,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.0190524211E7,900.0,100.0,78.0,22.0,0.0,78.0,22.0,0.0,0.4954128440366974,0.2407199361942637,0.4540305502594798,57.290074524334145,99.07754238941634,88.12915743614369,223.20258931920887,-135.07343188306518,0.8812915743614369,2.232025893192089,-1.3507343188306518,34.673121882041634,0.34673121882041635,39.34353043958801,0.8142857142857143,57.0,0.3,9.0,0.7,21.0,0.18571428571428572,13.0,0.8636363636363636,0.8142857142857143,0.8382352941176471,0.4975109935405039,0.7785714285714286,0.8715041424056972,0.78,0.2657142857142857,0.7342857142857143,0.22,0.7898395721925133,0.78,0.783639705882353,0.4975109935405039,0.7785714285714286,0.7965075439117895,0.7472426470588236,0.78,13.393,0.001,13.109375,0.0,13109.375,0.0,128786.0,181623.0,24023.0,84.0,61.5,?,?,?,?,?
german_credit,2,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.0190524211E7,900.0,100.0,75.0,25.0,0.0,75.0,25.0,0.0,0.3872549019607844,0.25580490304653497,0.46839983146692743,60.880217031128,102.21317515052175,88.12915743614369,203.45339584783494,-115.32423841169125,0.8812915743614369,2.0345339584783493,-1.1532423841169126,30.967455337692773,0.30967455337692773,35.138717126770516,0.8428571428571429,59.0,0.4666666666666667,14.0,0.5333333333333333,16.0,0.15714285714285714,11.0,0.8082191780821918,0.8428571428571429,0.8251748251748252,0.3883060273455655,0.77,0.8648227542063139,0.75,0.3738095238095238,0.6261904761904762,0.25,0.7435312024353121,0.75,0.7460434302539567,0.3883060273455655,0.77,0.7746601761150049,0.6932891669733776,0.75,13.302,0.001,13.015625,0.0,13015.625,0.0,128786.0,181623.0,24023.0,81.0,58.5,?,?,?,?,?
german_credit,2,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.0190524211E7,900.0,100.0,66.0,34.0,0.0,66.0,34.0,0.0,0.1747572815533982,0.3252409689577069,0.5242320364832529,77.4056343007526,114.39675543171246,88.12915743614369,228.91612032635172,-140.78696289020803,0.8812915743614369,2.289161203263517,-1.4078696289020802,14.33088417341602,0.1433088417341602,16.261229075972775,0.7714285714285715,54.0,0.6,18.0,0.4,12.0,0.22857142857142856,16.0,0.75,0.7714285714285715,0.7605633802816902,0.1749635530559413,0.6633333333333333,0.8214698729453247,0.66,0.48857142857142855,0.5114285714285713,0.34,0.6535714285714286,0.66,0.6565322972316658,0.1749635530559413,0.6633333333333333,0.7268131054779932,0.5871782418649831,0.66,13.216,0.001,13.015625,0.0,13015.625,0.0,128786.0,181623.0,24023.0,83.0,65.5,?,?,?,?,?
german_credit,2,6,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.0190524211E7,900.0,100.0,69.0,31.0,0.0,69.0,31.0,0.0,0.25480769230769224,0.2926211872013858,0.487550603544796,69.64229837879964,106.39221427300083,88.12915743614369,166.45946114746948,-78.3303037113258,0.8812915743614369,1.6645946114746948,-0.783303037113258,22.635912604427578,0.22635912604427577,25.68493023529588,0.7857142857142857,55.0,0.5333333333333333,16.0,0.4666666666666667,14.0,0.21428571428571427,15.0,0.7746478873239436,0.7857142857142857,0.7801418439716311,0.25488134423987824,0.7685714285714286,0.8990049718175314,0.69,0.4376190476190477,0.5623809523809523,0.31,0.6870811073336571,0.69,0.6884721721360739,0.2548813442398783,0.7685714285714286,0.790537860337688,0.627359057579036,0.69,13.362,0.001,13.078125,0.0,13078.125,0.0,128786.0,181623.0,24023.0,87.0,67.0,?,?,?,?,?
german_credit,2,7,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01905242111E7,900.0,100.0,74.0,26.0,0.0,74.0,26.0,0.0,0.32989690721649484,0.27968927067924537,0.4815215811835463,66.56457048883375,105.07657434916295,88.12915743614369,233.95556879546345,-145.82641135931976,0.8812915743614369,2.3395556879546344,-1.4582641135931977,26.759355210485683,0.26759355210485686,30.36379331082892,0.8714285714285714,61.0,0.5666666666666667,17.0,0.43333333333333335,13.0,0.12857142857142856,9.0,0.782051282051282,0.8714285714285714,0.8243243243243245,0.3371410886618741,0.6804761904761905,0.7881357147723286,0.74,0.4352380952380952,0.5647619047619048,0.26,0.7247086247086247,0.74,0.727027027027027,0.3371410886618741,0.6804761904761905,0.7066284463350171,0.6621621621621623,0.74,13.264,0.002,13.125,0.0,13125.0,0.0,128786.0,181623.0,24023.0,83.0,64.0,?,?,?,?,?
german_credit,2,8,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01905242111E7,900.0,100.0,71.0,29.0,0.0,71.0,29.0,0.0,0.2892156862745098,0.29499349895702043,0.5202842056534425,70.20689605784514,113.53526852039505,88.12915743614369,260.18966576047484,-172.06050832433115,0.8812915743614369,2.6018966576047484,-1.7206050832433115,21.996652979637755,0.21996652979637754,24.9595634629504,0.8142857142857143,57.0,0.5333333333333333,16.0,0.4666666666666667,14.0,0.18571428571428572,13.0,0.7808219178082192,0.8142857142857143,0.7972027972027972,0.29000070396694133,0.6980952380952381,0.8346202353016101,0.71,0.42904761904761907,0.5709523809523809,0.29,0.7021308980213089,0.71,0.7054103790945896,0.29000070396694133,0.6980952380952381,0.7447903713451433,0.6442154336891179,0.71,13.203,0.001,13.0,0.0,13000.0,0.0,128786.0,181623.0,24023.0,79.0,58.5,?,?,?,?,?
german_credit,2,9,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01905242111E7,900.0,100.0,72.0,28.0,0.0,72.0,28.0,0.0,0.3203883495145631,0.26724568036472734,0.4758326172795339,63.60306165936271,103.83514122967458,88.12915743614369,246.7208526753762,-158.5916952392325,0.8812915743614369,2.467208526753762,-1.585916952392325,27.951071634349645,0.27951071634349645,31.716031841791217,0.8142857142857143,57.0,0.5,15.0,0.5,15.0,0.18571428571428572,13.0,0.7916666666666666,0.8142857142857143,0.8028169014084506,0.3207665139358924,0.7080952380952381,0.8220852172452341,0.72,0.4057142857142857,0.5942857142857143,0.28,0.7148809523809524,0.72,0.7171442447790188,0.32076651393589245,0.7080952380952381,0.7469207554529776,0.6600291403593977,0.72,14.681,0.001,13.703125,0.0,13703.125,0.0,128786.0,181623.0,24023.0,84.0,62.5,?,?,?,?,?
german_credit,2,10,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01905242111E7,900.0,100.0,76.0,24.0,0.0,76.0,24.0,0.0,0.393939393939394,0.25561261186975054,0.47361319176144095,60.834452745782464,103.35082310235178,88.12915743614369,190.5827085223652,-102.45355108622152,0.8812915743614369,1.905827085223652,-1.0245355108622152,31.655449113308123,0.3165544911330812,35.91938245437659,0.8714285714285714,61.0,0.5,15.0,0.5,15.0,0.12857142857142856,9.0,0.8026315789473685,0.8714285714285714,0.8356164383561644,0.3985405706652278,0.8052380952380952,0.9137947163008251,0.76,0.38857142857142857,0.6114285714285714,0.24,0.7493421052631579,0.76,0.7515981735159818,0.3985405706652278,0.8052380952380952,0.8333220176236249,0.69558599695586,0.76,14.017,0.001,13.53125,0.0,13531.25,0.0,128786.0,181623.0,24023.0,82.0,59.0,?,?,?,?,?
german_credit,3,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.0190524211200003E7,900.0,100.0,74.0,26.0,0.0,74.0,26.0,0.0,0.3564356435643565,0.26951190858271123,0.47400537121394754,64.14241201625467,103.43640363500057,88.12915743614352,160.56310293875816,-72.43394550261465,0.8812915743614351,1.6056310293875817,-0.7243394550261465,28.126130940831864,0.2812613094083186,31.914671329079084,0.8428571428571429,59.0,0.5,15.0,0.5,15.0,0.15714285714285714,11.0,0.7972972972972973,0.8428571428571429,0.8194444444444444,0.3581956564562562,0.7771428571428571,0.8872991939522568,0.74,0.39714285714285713,0.6028571428571429,0.26,0.7311850311850311,0.74,0.7343253968253967,0.3581956564562562,0.7771428571428571,0.8047213026342184,0.6775793650793651,0.74,13.576,0.002,13.25,0.0,13250.0,0.0,128786.0,181623.0,24023.0,85.0,63.0,?,?,?,?,?
german_credit,3,2,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.0190524211200003E7,900.0,100.0,66.0,34.0,0.0,66.0,34.0,0.0,0.20560747663551418,0.345036400575605,0.545640172789861,82.11684256443147,119.06839158303363,88.12915743614352,243.8804082480127,-155.7512508118692,0.8812915743614351,2.438804082480127,-1.557512508118692,10.846588311345155,0.10846588311345155,12.307604687137012,0.7428571428571429,52.0,0.5333333333333333,16.0,0.4666666666666667,14.0,0.2571428571428571,18.0,0.7647058823529411,0.7428571428571429,0.7536231884057971,0.20583232685540795,0.6904761904761905,0.8651495928968875,0.66,0.45047619047619053,0.5495238095238095,0.34,0.6665441176470588,0.66,0.6630201028517999,0.20583232685540792,0.6904761904761905,0.732635181755851,0.6026180458158018,0.66,13.394,0.002,13.078125,0.015625,13078.125,15.625,128786.0,181623.0,24023.0,79.0,64.0,?,?,?,?,?
german_credit,3,3,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.0190524211200003E7,900.0,100.0,69.0,31.0,0.0,69.0,31.0,0.0,0.25480769230769224,0.31173039145027237,0.514860654615311,74.19018814990642,112.35175320942209,88.12915743614352,245.9971705302352,-157.86801309409168,0.8812915743614351,2.459971705302352,-1.5786801309409169,18.196823686381695,0.18196823686381694,20.647903844498593,0.7857142857142857,55.0,0.5333333333333333,16.0,0.4666666666666667,14.0,0.21428571428571427,15.0,0.7746478873239436,0.7857142857142857,0.7801418439716311,0.25488134423987824,0.7057142857142857,0.836815088138844,0.69,0.4376190476190477,0.5623809523809523,0.31,0.6870811073336571,0.69,0.6884721721360739,0.2548813442398783,0.7057142857142857,0.7284809457974939,0.627359057579036,0.69,16.195,0.003,14.15625,0.015625,14156.25,15.625,128786.0,181623.0,24023.0,83.0,64.0,?,?,?,?,?
german_credit,3,4,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.0190524211200003E7,900.0,100.0,75.0,25.0,0.0,75.0,25.0,0.0,0.4103773584905661,0.2519992894063052,0.4460410434424603,59.97450106714697,97.33408988411391,88.12915743614352,159.9337506527337,-71.80459321659018,0.8812915743614351,1.599337506527337,-0.7180459321659017,31.57083105075056,0.3157083105075056,35.82336648756242,0.8142857142857143,57.0,0.4,12.0,0.6,18.0,0.18571428571428572,13.0,0.8260869565217391,0.8142857142857143,0.8201438848920863,0.41049154187475195,0.7880952380952381,0.8807569068405027,0.75,0.3357142857142857,0.6642857142857143,0.25,0.7524544179523142,0.75,0.7511498997523293,0.41049154187475195,0.7880952380952381,0.8072499466146911,0.7051539096591579,0.75,15.15,0.002,14.203125,0.015625,14203.125,15.625,128786.0,181623.0,24023.0,88.0,65.0,?,?,?,?,?
german_credit,3,5,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,2.01905242113E7,900.0,100.0,71.0,29.0,0.0,71.0,29.0,0.0,0.3287037037037037,0.29012066704891376,0.48459021416523307,69.04718777786803,105.74620465079558,88.12915743614352,139.98554552948005,-51.856388093336534,0.8812915743614351,1.3998554552948006,-0.5185638809333654,23.249882273572936,0.23249882273572936,26.38160053943475,0.7714285714285715,54.0,0.43333333333333335,13.0,0.5666666666666667,17.0,0.22857142857142856,16.0,0.8059701492537313,0.7714285714285715,0.7883211678832117,0.3294991738754909,0.7861904761904762,0.9063277961228879,0.71,0.3719047619047619,0.6280952380952382,0.29,0.7187245590230665,0.71,0.7137295794230102,0.3294991738754909,0.7861904761904762,0.8197873108865957,0.6640018537828757,0.71,15.056,0.002,14.1875,0.0,14187.5,0.0,128786.0,181623.0,24023.0,88.0,66.5,?,?,?,?,?
